index,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,hallux,toes,met1,met3,met5,arch,heelL,heelR
645,[156.48581689],[154.35968994],[9.22758252],[0.01917474],[0.01810948],[34.90069661],[0.14990234],[6945.57519531],[7904.95019531],[4091],[4091],[4091],[4095],[4092],[4094],[4091],[4090]
646,[156.60553125],[154.46982715],[9.25631396],[0.02130527],[0.01491369],[34.90335976],[0.14990234],[7137.45019531],[7789.82519531],[4091],[4095],[4088],[4095],[4090],[4095],[4089],[4095]
647,[156.54327979],[154.47461572],[9.24194824],[0.02396843],[0.02822948],[34.89377239],[0.14990234],[7022.32519531],[7713.07519531],[4092],[4090],[4095],[4090],[4091],[4092],[4093],[4087]
648,[156.55285693],[154.39799854],[9.25631396],[0.02450106],[0.01757685],[34.90495766],[0.14990234],[7022.32519531],[7713.07519531],[4086],[4088],[4095],[4087],[4088],[4091],[4095],[4088]
649,[156.50018262],[154.34532422],[9.37123975],[0.02237053],[0.01597895],[34.89377239],[0.14990234],[6715.32519531],[8058.45019531],[4095],[4092],[4091],[4087],[4087],[4092],[4092],[4089]
650,[156.55285693],[154.41715283],[9.26589111],[0.0234358],[0.01970738],[34.9038924],[0.14990234],[7137.45019531],[7904.95019531],[4095],[4094],[4090],[4091],[4094],[4095],[4086],[4094]
651,[156.55764551],[154.37405566],[9.29462256],[0.02077264],[0.02077264],[34.90602292],[0.14990234],[7137.45019531],[7904.95019531],[4092],[4091],[4094],[4089],[4091],[4090],[4092],[4090]
652,[156.54806836],[154.48419287],[9.25152539],[0.01544632],[0.02450106],[34.89963134],[0.14990234],[6907.20019531],[7943.32519531],[4089],[4088],[4089],[4089],[4088],[4093],[4091],[4092]
653,[156.53370264],[154.47461572],[9.1940625],[0.02716422],[0.01544632],[34.89643555],[0.14990234],[7137.45019531],[7981.70019531],[4095],[4095],[4089],[4093],[4088],[4094],[4090],[4093]
654,[156.40919971],[154.42194141],[9.3425083],[0.0117179],[0.01384843],[34.89537029],[0.14990234],[7406.07519531],[7713.07519531],[4090],[4087],[4091],[4092],[4089],[4090],[4094],[4091]
655,[156.67257129],[154.39799854],[9.37123975],[0.02450106],[0.01757685],[34.8921745],[0.14990234],[7406.07519531],[7713.07519531],[4093],[4089],[4087],[4087],[4091],[4086],[4091],[4088]
656,[156.50975977],[154.40278711],[9.28983398],[0.01704422],[0.01651158],[34.89430502],[0.14990234],[6792.07519531],[7943.32519531],[4095],[4095],[4088],[4095],[4092],[4091],[4086],[4089]
657,[156.62468555],[154.40278711],[9.31377686],[0.02024001],[0.01810948],[34.90176187],[0.14990234],[6715.32519531],[7751.45019531],[4092],[4091],[4087],[4095],[4087],[4089],[4090],[4089]
658,[156.69651416],[154.50334717],[9.31377686],[0.0234358],[0.02290317],[34.89963134],[0.14990234],[6715.32519531],[7751.45019531],[4094],[4093],[4086],[4089],[4091],[4089],[4091],[4090]
659,[156.56243408],[154.38363281],[9.38560547],[0.01810948],[0.02237053],[34.89856608],[0.14990234],[6830.45019531],[7904.95019531],[4090],[4087],[4095],[4088],[4095],[4090],[4095],[4095]
660,[156.62947412],[154.50334717],[9.23715967],[0.01917474],[0.02237053],[34.90282713],[0.14990234],[6523.45019531],[7866.57519531],[4090],[4091],[4087],[4094],[4087],[4089],[4089],[4085]
661,[156.56722266],[154.41236426],[9.46222266],[0.02290317],[0.01225053],[34.90335976],[0.14990234],[6830.45019531],[7713.07519531],[4087],[4093],[4091],[4092],[4089],[4093],[4087],[4087]
662,[156.58158838],[154.37884424],[9.3616626],[0.02077264],[0.02130527],[34.89696818],[0.14990234],[6830.45019531],[7713.07519531],[4092],[4090],[4093],[4090],[4095],[4091],[4090],[4084]
663,[156.56722266],[154.53686719],[9.23237109],[0.02024001],[0.02450106],[34.90442503],[0.14990234],[6907.20019531],[7751.45019531],[4092],[4087],[4094],[4085],[4090],[4088],[4090],[4087]
664,[156.54327979],[154.41715283],[9.29462256],[0.01864211],[0.01704422],[34.89909871],[0.14990234],[7175.82519531],[7751.45019531],[4087],[4094],[4094],[4088],[4094],[4087],[4088],[4085]
665,[156.60074268],[154.47461572],[9.34729687],[0.0234358],[0.01704422],[34.90016397],[0.14990234],[7175.82519531],[7751.45019531],[4091],[4095],[4091],[4094],[4087],[4087],[4089],[4095]
666,[156.53370264],[154.53686719],[9.33293115],[0.02130527],[0.0117179],[34.8905766],[0.14990234],[7022.32519531],[7789.82519531],[4092],[4093],[4091],[4091],[4089],[4090],[4090],[4087]
667,[156.68693701],[154.57038721],[9.24194824],[0.02290317],[0.01278316],[34.90282713],[0.14990234],[7367.70019531],[7751.45019531],[4091],[4092],[4089],[4092],[4090],[4088],[4089],[4089]
668,[156.50497119],[154.50334717],[9.29941113],[0.01012],[0.01864211],[34.89430502],[0.14990234],[7252.57519531],[7943.32519531],[4092],[4092],[4095],[4092],[4095],[4088],[4095],[4087]
669,[156.54327979],[154.43151855],[9.25631396],[0.02503369],[0.01491369],[34.89696818],[0.14990234],[7252.57519531],[7943.32519531],[4092],[4091],[4087],[4089],[4093],[4089],[4087],[4090]
670,[156.44271973],[154.42194141],[9.39039404],[0.02024001],[0.01704422],[34.9038924],[0.14990234],[6907.20019531],[7482.82519531],[4091],[4089],[4086],[4088],[4089],[4091],[4092],[4093]
671,[156.51454834],[154.44588428],[9.31377686],[0.01331579],[0.02024001],[34.90549029],[0.14990234],[7137.45019531],[7521.20019531],[4088],[4089],[4094],[4092],[4095],[4092],[4095],[4087]
672,[156.47623975],[154.54165576],[9.20842822],[0.01491369],[0.01331579],[0.00106526],[0.14990234],[6907.20019531],[7674.70019531],[4088],[4092],[4095],[4093],[4095],[4088],[4094],[4090]
673,[156.60553125],[154.46503857],[9.39518262],[0.02556632],[0.01704422],[0.00213053],[0.14990234],[6907.20019531],[7674.70019531],[4086],[4086],[4090],[4088],[4095],[4091],[4087],[4094]
674,[156.67257129],[154.4410957],[9.18927393],[0.02663159],[0.02130527],[0.00053263],[0.14990234],[6830.45019531],[7981.70019531],[4094],[4089],[4095],[4092],[4089],[4086],[4091],[4095]
675,[156.59116553],[154.50334717],[9.30419971],[0.02290317],[0.01331579],[34.89963134],[0.14990234],[6983.95019531],[7943.32519531],[4095],[4095],[4088],[4091],[4088],[4091],[4088],[4091]
676,[0.15323438],[153.8473125],[10.21881738],[34.76221235],[34.87299975],[34.87726081],[0.14990234],[4029.22509766],[1381.35009766],[4089],[4092],[4087],[4090],[3902],[4090],[4085],[4085]
677,[0.15323438],[153.8473125],[10.21881738],[34.8218671],[0.0687095],[0.01278316],[0.14990234],[3837.35009766],[1266.22509766],[4094],[4087],[4087],[4087],[3899],[4090],[4086],[4090]
678,[156.07878809],[154.73319873],[8.90674805],[0.18535586],[0.07350318],[34.8921745],[0.14990234],[3837.35009766],[1266.22509766],[4085],[4089],[4091],[4092],[3896],[4087],[4091],[4087]
679,[156.8928457],[154.70925586],[9.87404004],[34.83092184],[34.8788587],[34.89483766],[0.14990234],[4067.60009766],[1151.10009766],[4095],[4090],[4088],[4088],[3897],[4091],[4090],[4092]
680,[156.62468555],[153.9957583],[9.12702246],[0.01491369],[0.10013477],[0.],[0.14990234],[3952.47509766],[1496.47509766],[4092],[4086],[4094],[4090],[3891],[4091],[4088],[4091]
681,[156.32779395],[154.52729004],[9.19885107],[0.10918951],[34.89110923],[34.90602292],[0.14990234],[3952.47509766],[1496.47509766],[4084],[4090],[4089],[4090],[3900],[4089],[4089],[4091]
682,[156.85932568],[154.46982715],[9.41433691],[34.9022945],[34.89270713],[0.00106526],[0.14990234],[4144.35009766],[1381.35009766],[4088],[4090],[4095],[4089],[3895],[4088],[4092],[4087]
683,[156.27033105],[154.28307275],[9.20842822],[0.03941475],[0.03195791],[0.00106526],[0.14990234],[4144.35009766],[1496.47509766],[4091],[4093],[4092],[4092],[3896],[4087],[4090],[4092]
684,[156.63905127],[154.40278711],[9.25631396],[0.0804274],[34.87406502],[34.90495766],[0.14990234],[3722.22509766],[1534.85009766],[4086],[4090],[4092],[4084],[3897],[4095],[4093],[4091]
685,[156.46187402],[154.46025],[9.19885107],[34.89590292],[0.0569916],[34.9038924],[0.14990234],[3722.22509766],[1534.85009766],[4092],[4087],[4093],[4090],[3897],[4092],[4092],[4095]
686,[156.47145117],[154.11547266],[9.23237109],[0.05006739],[34.89110923],[34.90122924],[0.14990234],[3952.47509766],[1381.35009766],[4085],[4095],[4089],[4095],[3904],[4091],[4087],[4088]
687,[156.77313135],[154.44588428],[9.40475977],[0.06391581],[0.03036001],[0.00319579],[0.14990234],[3952.47509766],[1266.22509766],[4089],[4085],[4090],[4087],[3900],[4087],[4085],[4087]
688,[156.41398828],[154.46503857],[9.06955957],[34.90016397],[0.02822948],[0.00053263],[0.14990234],[3952.47509766],[1266.22509766],[4091],[4088],[4095],[4090],[3906],[3961],[4087],[4088]
689,[156.7443999],[154.27828418],[9.47658838],[0.01810948],[34.89377239],[0.00319579],[0.14990234],[3798.97509766],[1227.85009766],[4083],[4090],[4090],[4089],[3916],[3953],[4091],[4086]
690,[156.51454834],[154.57038721],[9.33771973],[0.05432844],[0.04154528],[0.00266316],[0.14990234],[3837.35009766],[1381.35009766],[4092],[4089],[4091],[4093],[3930],[3945],[4085],[4093]
691,[156.56243408],[154.50334717],[9.18448535],[34.90602292],[34.90176187],[34.90442503],[0.14990234],[3990.85009766],[1151.10009766],[4088],[4089],[4091],[4090],[3958],[3940],[4090],[4088]
692,[156.67257129],[154.26870703],[9.47658838],[0.01597895],[0.02503369],[34.89856608],[0.14990234],[3990.85009766],[1151.10009766],[4090],[4087],[4084],[4090],[4085],[3948],[4088],[4083]
693,[156.49539404],[154.4794043],[9.1940625],[0.05060002],[0.00852211],[34.89696818],[0.14990234],[3798.97509766],[1035.97509766],[4087],[4089],[4095],[4089],[4088],[3942],[4091],[4086]
694,[156.7635542],[154.46982715],[9.39997119],[0.00745684],[0.01012],[34.89803345],[0.14990234],[3990.85009766],[1151.10009766],[4089],[4091],[4089],[4090],[4086],[3948],[4085],[4095]
695,[156.54327979],[154.36447852],[9.35208545],[0.03195791],[0.0351537],[34.90602292],[0.14990234],[3990.85009766],[1151.10009766],[4093],[4095],[4089],[4092],[4085],[3939],[4087],[4092]
696,[156.56722266],[154.43630713],[9.30898828],[0.05858949],[0.00319579],[34.90122924],[0.14990234],[4067.60009766],[1227.85009766],[4087],[4090],[4086],[4086],[4092],[3941],[4088],[4092]
697,[156.58158838],[154.36447852],[9.38081689],[0.00852211],[0.0234358],[34.90282713],[0.14990234],[3837.35009766],[1496.47509766],[4089],[4090],[4089],[4092],[4090],[3955],[4095],[4085]
698,[156.48581689],[154.40757568],[9.37123975],[0.03621896],[0.01278316],[34.89750082],[0.14990234],[3798.97509766],[1419.72509766],[4083],[4094],[4088],[4093],[4092],[3981],[4092],[4086]
699,[156.61031982],[154.50813574],[9.33771973],[0.04207791],[0.01384843],[34.89803345],[0.14990234],[3798.97509766],[1419.72509766],[4091],[4089],[4093],[4095],[4094],[4090],[4092],[4090]
700,[156.61989697],[154.48419287],[9.26589111],[0.00905474],[0.01597895],[34.90016397],[0.14990234],[3645.47509766],[1189.47509766],[4095],[4090],[4094],[4095],[4095],[4090],[4091],[4092]
701,[156.58158838],[154.35011279],[9.24194824],[0.03249054],[0.0015979],[34.89909871],[0.14990234],[4144.35009766],[1189.47509766],[4087],[4093],[4087],[4087],[4087],[4094],[4090],[4093]
702,[156.6342627],[154.50813574],[9.29462256],[0.0218379],[0.02769685],[0.00053263],[0.14990234],[4144.35009766],[1189.47509766],[4089],[4090],[4093],[4087],[4087],[4083],[4094],[4090]
703,[156.53849121],[154.39320996],[9.15096533],[0.01544632],[0.01651158],[34.89963134],[0.14990234],[4182.72509766],[1227.85009766],[4091],[4092],[4085],[4091],[4092],[4087],[4094],[4095]
704,[156.66299414],[154.46025],[9.31377686],[0.01651158],[0.0015979],[34.89856608],[0.14990234],[4297.85009766],[1381.35009766],[4088],[4088],[4088],[4092],[4087],[4089],[4090],[4090]
705,[156.54806836],[154.50334717],[9.32814258],[0.02290317],[0.03249054],[34.90335976],[0.14990234],[4144.35009766],[1266.22509766],[4083],[4092],[4091],[4092],[4087],[4087],[4092],[4087]
706,[156.72524561],[154.35011279],[9.22279395],[0.01438106],[0.00266316],[34.89909871],[0.14990234],[4144.35009766],[1266.22509766],[4086],[4092],[4095],[4090],[4095],[4088],[4090],[4087]
707,[156.65820557],[154.37405566],[9.3425083],[0.01384843],[0.01491369],[34.89750082],[0.14990234],[3990.85009766],[1227.85009766],[4091],[4093],[4093],[4093],[4093],[4092],[4091],[4095]
708,[156.54806836],[154.41715283],[9.29941113],[0.03036001],[0.01118527],[34.89750082],[0.14990234],[3875.72509766],[1035.97509766],[4094],[4095],[4090],[4089],[4087],[4093],[4085],[4083]
709,[156.61031982],[154.4794043],[9.31856543],[0.00852211],[0.01544632],[34.90282713],[0.14990234],[3875.72509766],[1035.97509766],[4091],[4095],[4087],[4095],[4087],[4094],[4090],[4093]
710,[155.33177051],[155.08276465],[9.09829102],[34.76594077],[34.77233235],[34.675926],[0.14990234],[3415.22509766],[1227.85009766],[3816],[4092],[4087],[4094],[4082],[4087],[4085],[4091]
711,[156.04047949],[155.56641064],[9.29941113],[34.77978919],[34.5619428],[34.665806],[0.14990234],[3415.22509766],[1227.85009766],[3797],[4085],[4093],[4087],[4090],[4085],[4092],[4088]
712,[156.48102832],[155.8345708],[10.33374316],[34.39949011],[34.44476381],[34.68870916],[0.14990234],[3607.10009766],[1227.85009766],[3805],[4089],[4087],[4089],[4089],[4092],[4084],[4091]
713,[156.79228564],[153.96223828],[9.62024561],[34.20188373],[34.73930918],[34.66846916],[0.14990234],[3798.97509766],[959.22509766],[3803],[4094],[4087],[4088],[4089],[4087],[4089],[4093]
714,[156.70609131],[154.66137012],[8.50450781],[34.59336808],[34.80482289],[34.65355547],[0.14990234],[3760.60009766],[882.47509766],[3803],[4086],[4086],[4087],[4089],[4093],[4091],[4093]
715,[156.72045703],[154.85291309],[9.03603955],[34.32012798],[34.76381024],[34.63757651],[0.14990234],[3760.60009766],[882.47509766],[3806],[4090],[4089],[4086],[4091],[4091],[4090],[4087]
716,[156.66299414],[154.35011279],[10.19487451],[34.55927964],[34.69882917],[34.67059968],[0.14990234],[3607.10009766],[1419.72509766],[3797],[4087],[4095],[4089],[4094],[4092],[4095],[4083]
717,[0.],[155.40359912],[9.57235986],[34.87939134],[34.74729866],[34.68338284],[0.14990234],[3376.85009766],[882.47509766],[3810],[4092],[4092],[4094],[4088],[4091],[4091],[4094]
718,[156.63905127],[153.90477539],[8.50929639],[0.12037478],[0.39148435],[34.67166495],[0.14990234],[3376.85009766],[882.47509766],[3842],[4090],[4089],[4094],[4093],[4087],[4093],[4086]
719,[156.35173682],[153.44986084],[8.96421094],[0.64022339],[34.63011967],[34.75209234],[0.14990234],[3376.85009766],[1266.22509766],[3874],[4087],[4090],[4088],[4091],[4091],[4088],[4089]
720,[0.02394287],[154.47461572],[10.04164014],[0.34674328],[34.42186065],[34.8570208],[0.14990234],[3108.22509766],[997.60009766],[3963],[4092],[4089],[4092],[4089],[4095],[4086],[4092]
721,[156.70130273],[152.7890376],[9.28983398],[34.83305237],[0.29880642],[34.88684818],[0.14990234],[3223.35009766],[767.35009766],[3985],[4087],[4089],[4092],[4087],[4087],[4094],[4090]
722,[0.99602344],[150.24630469],[7.87241602],[1.3715268],[34.84743343],[0.96779192],[0.14990234],[3223.35009766],[767.35009766],[4090],[4092],[4095],[4086],[4094],[4088],[4095],[4089]
723,[0.49322314],[152.32933447],[31.79134424],[1.73851009],[0.38615803],[0.59921074],[0.14990234],[3568.72509766],[997.60009766],[4089],[4090],[4090],[4088],[4087],[4088],[4092],[4092]
724,[0.12450293],[1.58980664],[1.968104],[34.76700603],[0.89908242],[34.75954919],[0.14990234],[3530.35009766],[1151.10009766],[4090],[4094],[4089],[4094],[3918],[4092],[4089],[4088]
725,[155.18811328],[154.88164453],[6.03839209],[33.11691281],[1.23037938],[34.59070492],[0.14990234],[3530.35009766],[1151.10009766],[4095],[4095],[4086],[4095],[3918],[4088],[4094],[4087]
726,[155.31261621],[155.51373633],[7.9873418],[0.78989291],[34.54330069],[34.80215973],[0.14990234],[3223.35009766],[1342.97509766],[4087],[4092],[4089],[4094],[4045],[4087],[4082],[4087]
727,[0.14365723],[0.70392041],[12.05284131],[34.18750267],[34.78351762],[34.84956396],[0.14990234],[3568.72509766],[1189.47509766],[4093],[4088],[4091],[4093],[4085],[4092],[4090],[4095]
728,[0.11492578],[153.12423779],[10.67373193],[34.60348808],[34.90069661],[34.89696818],[0.14990234],[3837.35009766],[882.47509766],[4095],[4095],[4086],[4095],[4088],[4095],[4087],[4090]
729,[156.51933691],[156.70609131],[9.9554458],[0.28549063],[0.17363796],[0.00372842],[0.14990234],[3837.35009766],[882.47509766],[4091],[4090],[4089],[4087],[4088],[4091],[4087],[4088]
730,[155.97822803],[155.13543896],[7.58031299],[34.54649648],[0.06498108],[34.89750082],[0.14990234],[3760.60009766],[1189.47509766],[4079],[4086],[4095],[4087],[4086],[4092],[4090],[4087]
731,[155.99259375],[152.87044336],[9.50531982],[0.00958737],[34.70042706],[0.01384843],[0.14990234],[3645.47509766],[1189.47509766],[4091],[4093],[4093],[4095],[4086],[4091],[4089],[4095]
732,[0.00957715],[154.99657031],[9.99854297],[0.27483799],[34.86660817],[0.0218379],[0.14990234],[3645.47509766],[1189.47509766],[4087],[4092],[4089],[4095],[4091],[4092],[4092],[4089]
733,[156.83538281],[154.60390723],[10.70246338],[34.69882917],[0.20399797],[34.89110923],[0.14990234],[3760.60009766],[1074.35009766],[4090],[4092],[4089],[4086],[4090],[4089],[4095],[4088]
734,[155.8345708],[153.26310645],[8.581125],[0.18801901],[34.86660817],[0.00319579],[0.14990234],[3530.35009766],[1611.60009766],[4093],[4095],[4092],[4095],[4090],[4095],[4092],[4091]
735,[156.77791992],[155.0540332],[8.3033877],[0.13688636],[34.83784606],[34.8921745],[0.14990234],[3798.97509766],[844.10009766],[4087],[4090],[4087],[4087],[4094],[4089],[4090],[4095]
736,[156.32300537],[153.56478662],[8.92111377],[34.82133447],[0.08788424],[0.00106526],[0.14990234],[3798.97509766],[844.10009766],[4090],[4090],[4089],[4090],[4088],[4090],[4093],[4090]
737,[156.33258252],[154.23997559],[8.89238232],[0.23595587],[34.8687387],[34.90549029],[0.14990234],[3530.35009766],[1151.10009766],[4095],[4091],[4087],[4095],[4088],[4095],[4091],[4092]
738,[156.86890283],[155.20726758],[9.11744531],[34.86927133],[0.03089264],[34.90442503],[0.14990234],[3568.72509766],[1074.35009766],[4091],[4093],[4093],[4086],[4095],[4089],[4091],[4093]
739,[156.64383984],[154.04843262],[9.77826855],[34.80375762],[0.06231792],[34.9022945],[0.14990234],[3568.72509766],[1074.35009766],[4090],[4093],[4086],[4092],[4086],[4087],[4093],[4092]
740,[156.71566846],[154.79066162],[9.24673682],[0.17789901],[34.87619554],[0.00479369],[0.14990234],[3415.22509766],[1035.97509766],[4087],[4090],[4087],[4093],[4093],[4094],[4085],[4090]
741,[156.71566846],[154.75235303],[9.39039404],[34.79257236],[0.07084003],[34.90122924],[0.14990234],[3376.85009766],[997.60009766],[4091],[4090],[4087],[4095],[4085],[4087],[4090],[4086]
742,[156.34215967],[153.8664668],[9.62982275],[0.02769685],[34.88844608],[34.90122924],[0.14990234],[3376.85009766],[997.60009766],[4090],[4090],[4086],[4088],[4091],[4092],[4088],[4091]
743,[156.82580566],[154.94868457],[9.31856543],[0.14008216],[0.],[34.90122924],[0.14990234],[3530.35009766],[1035.97509766],[4092],[4093],[4087],[4088],[4094],[4087],[4095],[4086]
744,[156.44271973],[154.2926499],[9.40475977],[34.82293237],[0.03728422],[34.90176187],[0.14990234],[3760.60009766],[1189.47509766],[4089],[4085],[4090],[4090],[4094],[4088],[4091],[4086]
745,[156.64383984],[154.21603271],[9.41433691],[0.10599372],[34.86234712],[34.90016397],[0.14990234],[3491.97509766],[1189.47509766],[4090],[4088],[4087],[4091],[4091],[4092],[4090],[4091]
746,[156.74918848],[154.81460449],[9.1940625],[0.04793686],[0.05965476],[34.90069661],[0.14990234],[3491.97509766],[1189.47509766],[4091],[4092],[4087],[4089],[4095],[4092],[4088],[4092]
